,Description,commenting,ogling,groping,cleaned_text
1985,one of my friend was taking tutions and her tutor started touching her in inappropriate ways,0,0,1,one friend taking tutions tutor started touching inappropriate way
1986,"Dark places such as subways when it's quiet at night and when there are drunk people in it, makes feel very unsafe.",0,0,0,dark place subway quiet night drunk people make feel unsafe
1987,"Men on the  bus groped me. Though it happened in 2012, I am still traumatised by the incident.",0,0,1,men bus groped though happened 2012 still traumatised incident
1988,"i was travelling by the best bus and got a seat right behind the driver. the driver kept turning and looking although i was all covered and wearing a scarf too. so i just got up when my stop came, gave him some bad words and left.",0,1,0,travelling best bus got seat right behind driver driver kept turning looking although covered wearing scarf got stop came gave bad word left
1989,A man of around 40 followed me daily from my tution centre till my home. This incident took place three years ago when I ws in std. 11. Later he started exposing his private parts. I informed my father and police complaint was lodged. I noted the bike number through which his address was traced.,0,0,0,man around 40 followed daily tution centre till home incident took place three year ago w std 11 later started exposing private part informed father police complaint lodged noted bike number address traced
1990,"According to information gathered,a little girl of about 5 years was sexually harassed by the neighbour whom she considered an uncle because of the gifts he used to give to the child",0,0,1,according information gathered little girl 5 year sexually harassed neighbour considered uncle gift used give child
1991,It happened at rajiv chowk metro station.I was waiting for the metro and a guy started behaving in an illmannered way.,1,0,1,happened rajiv chowk metro station waiting metro guy started behaving illmannered way
1992,poor lightining in ameya park,0,0,0,poor lightining ameya park
1993,My mobile was robbed. This has become a trend in local trains and a lot at Nerul station.,0,0,0,mobile robbed become trend local train lot nerul station
1994,I was in metro in the evening and some guys commented inappropriately on some girls.,1,0,0,metro evening guy commented inappropriately girl
1995,Age 18 yearsType of harassmentStalking at Leh market near Yebhi showroom (day time)Catcalls in classroom at school in Leh (day time)Commenting zesma lay (looking beautiful) (day time)Sexual invites yes (evening),1,0,0,age 18 yearstype harassmentstalking leh market near yebhi showroom day time catcall classroom school leh day time commenting zesma lay looking beautiful day time sexual invite yes evening
1996,"I was with my friends in Narayanhiti museum, when my friends were in queue for ticket I was sitting nearby just then a policeman came and said me you cant sit here touching the body. Later he pretended as if he didn't do it intentionally.",0,0,1,friend narayanhiti museum friend queue ticket sitting nearby policeman came said cant sit touching body later pretended intentionally
1997,we were two frens walking on our way to market. in the sub way one guy showed us his private part. it was very disturbing. we don't have enough guts to stand by. next time also he did the same thing and we have stopped using that route,0,0,0,two frens walking way market sub way one guy showed u private part disturbing enough gut stand next time also thing stopped using route
1998,a man tried to touch me inappropriately on the road. i looked at him and said what and he didnt react to it. i went away.,0,0,1,man tried touch inappropriately road looked said didnt react went away
1999,she was forced to slep with a man who was infected by HIV/AIDS,0,0,0,forced slep man infected hiv aid
2000,"when I was walking from school, I met a boy on the way and he started touching me but I ran away",0,0,1,walking school met boy way started touching ran away
2001,"While returning from my morning walk, a man followed me till i turned around and confronted him.",1,0,0,returning morning walk man followed till turned around confronted
2002,When I was going to my college one old man of my dads age whistled me,0,0,0,going college one old man dad age whistled
2003,"I was sitting with my friends, two men were commenting and talking to us ..",1,0,0,sitting friend two men commenting talking u
